#Time, x, y, z
146.74,135,125,-13.6828366918
146.777,135,125,-13.6661938574
146.815,135,125,-13.6496754763
146.853,135,125,-13.633278958
146.891,135,125,-13.6170113559
146.929,135,125,-13.6008838939
146.966,135,125,-13.5849072617
147.004,135,125,-13.5690898621
147.042,135,125,-13.5534438851
147.08,135,125,-13.5379855208
147.118,135,125,-13.5227173223
147.155,135,125,-13.5076365423
147.193,135,125,-13.4927527478
147.231,135,125,-13.4780781657
147.269,135,125,-13.463620994
147.307,135,125,-13.4493889885
147.344,135,125,-13.4353902295
147.382,135,125,-13.4216328949
147.42,135,125,-13.4081248367
147.458,135,125,-13.394873884
147.496,135,125,-13.3818866015
147.533,135,125,-13.3691695154
147.571,135,125,-13.3567315757
147.609,135,125,-13.3445818437
147.647,135,125,-13.332725463
147.685,135,125,-13.3211670653
147.722,135,125,-13.3099138068
147.76,135,125,-13.2989732554
147.798,135,125,-13.2883513449
147.836,135,125,-13.2780541402
147.874,135,125,-13.2680876678
147.911,135,125,-13.2584579121
147.949,135,125,-13.2491706053
147.987,135,125,-13.2402312427
148.025,135,125,-13.2316449087
148.063,135,125,-13.2234167337
148.1,135,125,-13.2155516425
148.138,135,125,-13.2080544312
148.176,135,125,-13.2009296319
148.214,135,125,-13.1941815455
148.252,135,125,-13.187814071
148.289,135,125,-13.1818310474
148.327,135,125,-13.1762361118
148.365,135,125,-13.1710326058
148.403,135,125,-13.1662231433
148.441,135,125,-13.1618121305
148.478,135,125,-13.1578030916
148.516,135,125,-13.1541970073
148.554,135,125,-13.1509960152
148.592,135,125,-13.1482027335
148.63,135,125,-13.1458195159
148.667,135,125,-13.1438484739
148.705,135,125,-13.1422914834
148.743,135,125,-13.1411499575
148.781,135,125,-13.1404249884
148.819,135,125,-13.1401177167
148.856,135,125,-13.1402290974
148.894,135,125,-13.1407596303
148.932,135,125,-13.1417096146
148.97,135,125,-13.1430791346
149.008,135,125,-13.1448679039
149.045,135,125,-13.1470756118
149.083,135,125,-13.1497016039
149.121,135,125,-13.1527445591
149.159,135,125,-13.1562028372
149.197,135,125,-13.1600750652
149.234,135,125,-13.164359739
149.272,135,125,-13.1690546749
149.31,135,125,-13.1741572029
149.348,135,125,-13.1796645428
149.386,135,125,-13.1855738239
149.423,135,125,-13.1918817937
149.461,135,125,-13.1985848427
149.499,135,125,-13.2056790898
149.537,135,125,-13.2131604531
149.575,135,125,-13.2210249089
149.612,135,125,-13.2292683124
149.65,135,125,-13.2378862703
149.688,135,125,-13.2468741686
149.726,135,125,-13.2562271903
149.764,135,125,-13.2659403373
149.801,135,125,-13.2760083509
149.839,135,125,-13.286425653
149.877,135,125,-13.2971865222
149.915,135,125,-13.3082850854
149.953,135,125,-13.3197153085
149.99,135,125,-13.3314710923
150.028,135,125,-13.343546156
150.066,135,125,-13.3559339228
150.104,135,125,-13.3686277535
150.142,135,125,-13.3816210057
150.179,135,125,-13.3949068586
150.217,135,125,-13.4084782156
150.255,135,125,-13.422327654
150.293,135,125,-13.4364475872
150.331,135,125,-13.4508303955
150.368,135,125,-13.4654687107
150.406,135,125,-13.4803546794
150.444,135,125,-13.4954798807
150.482,135,125,-13.5108361132
150.52,135,125,-13.526415185
150.557,135,125,-13.5422086518
150.595,135,125,-13.5582078052
150.633,135,125,-13.5744040009
150.671,135,125,-13.5907885329
150.709,135,125,-13.6073525339
150.746,135,125,-13.6240870154
150.784,135,125,-13.6409827254
150.822,135,125,-13.6580303794
150.86,135,125,-13.6752207532
150.898,135,125,-13.6925446212
150.935,135,125,-13.7099917247
150.973,135,125,-13.7275524304
151.011,135,125,-13.7452184267
151.049,135,125,-13.7629805328
151.087,135,125,-13.7808292733
151.124,135,125,-13.7987550009
151.162,135,125,-13.8167475841
151.2,135,125,-13.834796944
151.238,135,125,-13.8528934688
151.276,135,125,-13.8710275633
151.313,135,125,-13.8891895606
151.351,135,125,-13.9073698346
151.389,135,125,-13.9255585818
151.427,135,125,-13.9437459579
151.465,135,125,-13.9619225268
151.502,135,125,-13.9800787942
151.54,135,125,-13.9982050348
151.578,135,125,-14.0162917099
151.616,135,125,-14.0343292215
151.654,135,125,-14.0523080416
151.691,135,125,-14.0702188081
151.729,135,125,-14.0880523211
151.767,135,125,-14.1057994075
151.805,135,125,-14.1234508948
151.843,135,125,-14.1409977059
151.88,135,125,-14.1584308651
151.918,135,125,-14.1757415198
151.956,135,125,-14.1929208632
151.994,135,125,-14.2099601491
152.032,135,125,-14.2268506054
152.069,135,125,-14.243583654
152.107,135,125,-14.2601511544
152.145,135,125,-14.2765450185
152.183,135,125,-14.2927571188
152.221,135,125,-14.3087792564
152.258,135,125,-14.3246030804
152.296,135,125,-14.3402208257
152.334,135,125,-14.3556250409
152.372,135,125,-14.3708088553
152.41,135,125,-14.385765027
152.447,135,125,-14.4004846508
152.485,135,125,-14.4149605866
152.523,135,125,-14.4291870005
152.561,135,125,-14.4431570892
152.599,135,125,-14.4568636817
152.636,135,125,-14.4703002462
152.674,135,125,-14.4834610071
152.712,135,125,-14.4963399816
152.75,135,125,-14.5089311388
152.788,135,125,-14.5212285362
152.825,135,125,-14.533226419
152.863,135,125,-14.5449193321
152.901,135,125,-14.5563019653
152.939,135,125,-14.5673691565
152.977,135,125,-14.5781159503
153.014,135,125,-14.5885375471
153.052,135,125,-14.5986294228
153.09,135,125,-14.6083871912
153.128,135,125,-14.6178064726
153.166,135,125,-14.6268829869
153.203,135,125,-14.6356121841
153.241,135,125,-14.6439883137
153.279,135,125,-14.6520066082
153.317,135,125,-14.6596670897
153.355,135,125,-14.666968877
153.392,135,125,-14.6739045677
153.43,135,125,-14.6804684302
153.468,135,125,-14.6866608993
153.506,135,125,-14.692481991
153.544,135,125,-14.697928141
153.581,135,125,-14.7029961599
153.619,135,125,-14.7076857429
153.657,135,125,-14.7119960589
153.695,135,125,-14.7159242289
153.733,135,125,-14.7194684257
153.77,135,125,-14.7226277703
153.808,135,125,-14.7254010355
153.846,135,125,-14.7277875054
153.884,135,125,-14.7297868224
153.922,135,125,-14.7313986614
153.959,135,125,-14.7326226983
153.997,135,125,-14.7334599674
154.035,135,125,-14.7339114518
154.073,135,125,-14.733977472
154.111,135,125,-14.7336581432
154.148,135,125,-14.7329534453
154.186,135,125,-14.7318641389
154.224,135,125,-14.7303911881
154.262,135,125,-14.7285361691
154.3,135,125,-14.7263006482
154.337,135,125,-14.7236888383
154.375,135,125,-14.7207033228
154.413,135,125,-14.717343541
154.451,135,125,-14.7136115375
154.489,135,125,-14.7095102904
154.526,135,125,-14.7050425956
154.564,135,125,-14.7002113428
154.602,135,125,-14.6950196816
154.64,135,125,-14.6894709736
154.678,135,125,-14.6835685654
154.715,135,125,-14.6773157642
154.753,135,125,-14.6707162464
154.791,135,125,-14.6637734205
154.829,135,125,-14.656492251
154.867,135,125,-14.648877164
154.904,135,125,-14.6409307924
154.942,135,125,-14.6326574514
154.98,135,125,-14.6240622293
155.018,135,125,-14.6151502353
155.056,135,125,-14.6059265446
155.093,135,125,-14.5963964071
155.131,135,125,-14.5865651771
155.169,135,125,-14.5764382399
155.207,135,125,-14.5660210564
155.245,135,125,-14.5553192037
155.282,135,125,-14.5443381451
155.32,135,125,-14.5330834144
155.358,135,125,-14.5215609413
155.396,135,125,-14.5097766257
155.434,135,125,-14.4977363944
155.471,135,125,-14.4854465181
155.509,135,125,-14.4729132965
155.547,135,125,-14.4601428627
155.585,135,125,-14.4471415267
155.623,135,125,-14.433915844
155.66,135,125,-14.4204722382
155.698,135,125,-14.4068171589
155.736,135,125,-14.3929573735
155.774,135,125,-14.3788998105
155.812,135,125,-14.3646520774
155.849,135,125,-14.350223898
155.887,135,125,-14.3356214506
155.925,135,125,-14.3208478364
155.963,135,125,-14.305909627
156.001,135,125,-14.2908148434
156.038,135,125,-14.2755712736
156.076,135,125,-14.260185764
156.114,135,125,-14.2446649954
156.152,135,125,-14.2290169492
156.19,135,125,-14.2132499591
156.227,135,125,-14.1973716621
156.265,135,125,-14.1813930223
156.303,135,125,-14.1653218972
156.341,135,125,-14.1491630547
156.379,135,125,-14.1329277097
156.416,135,125,-14.1166230358
156.454,135,125,-14.100251552
156.492,135,125,-14.0838196556
156.53,135,125,-14.0673353331
156.568,135,125,-14.0508065842
156.605,135,125,-14.0342414113
156.643,135,125,-14.0176502805
156.681,135,125,-14.0010416205
156.719,135,125,-13.9844208848
156.757,135,125,-13.9677951746
156.794,135,125,-13.9511719472
156.832,135,125,-13.934559406
156.87,135,125,-13.9179657965
156.908,135,125,-13.9013992525
156.946,135,125,-13.8848678606
156.983,135,125,-13.8683796572
157.021,135,125,-13.8519425258
157.059,135,125,-13.8355644225
157.097,135,125,-13.8192532373
157.135,135,125,-13.8030167378
157.172,135,125,-13.7868629323
157.21,135,125,-13.7707997991
157.248,135,125,-13.7548352345
157.286,135,125,-13.7389751692
157.324,135,125,-13.723239765
157.361,135,125,-13.7076404675
157.399,135,125,-13.6921682493
157.437,135,125,-13.6768263067
157.475,135,125,-13.6616244227
157.513,135,125,-13.6465720182
157.55,135,125,-13.6316765184
157.588,135,125,-13.616949763
157.626,135,125,-13.6024007534
157.664,135,125,-13.5880318106
157.702,135,125,-13.5738525026
157.739,135,125,-13.5598709998
157.777,135,125,-13.5460907476
157.815,135,125,-13.5325172707
157.853,135,125,-13.5191661377
157.891,135,125,-13.5060464335
157.928,135,125,-13.4931600286
157.966,135,125,-13.4805114355
158.004,135,125,-13.4681133562
158.042,135,125,-13.455973652
158.08,135,125,-13.4440841884
158.117,135,125,-13.4324488149
158.155,135,125,-13.4210772106
158.193,135,125,-13.4099777893
158.231,135,125,-13.3991573126
158.269,135,125,-13.3886217416
158.306,135,125,-13.3783769624
158.344,135,125,-13.3684282309
158.382,135,125,-13.3587841571
158.42,135,125,-13.3494512404
158.458,135,125,-13.3404313417
158.495,135,125,-13.3317275539
158.533,135,125,-13.3233437905
158.571,135,125,-13.3152847767
158.609,135,125,-13.3075557417
158.647,135,125,-13.3001615869
158.684,135,125,-13.2931065783
158.722,135,125,-13.2863945776
158.76,135,125,-13.2800295785
158.798,135,125,-13.2740151149
158.836,135,125,-13.2683543918
158.873,135,125,-13.2630504075
158.911,135,125,-13.2581064457
158.949,135,125,-13.2535252762
158.987,135,125,-13.2493095785
159.025,135,125,-13.2454617395
159.062,135,125,-13.2419839364
159.1,135,125,-13.2388780515
159.138,135,125,-13.2361458845
159.176,135,125,-13.2337889017
159.214,135,125,-13.2318084823
159.251,135,125,-13.2302056327
159.289,135,125,-13.2289807109
159.327,135,125,-13.2281357197
159.365,135,125,-13.227671722
159.403,135,125,-13.2275869213
159.44,135,125,-13.2278810027
159.478,135,125,-13.2285543116
159.516,135,125,-13.2296073495
159.554,135,125,-13.231040227
159.592,135,125,-13.2328525178
159.629,135,125,-13.235043471
159.667,135,125,-13.2376127122
159.705,135,125,-13.2405599309
159.743,135,125,-13.2438843901
159.781,135,125,-13.2475848717
159.818,135,125,-13.2516599197
159.856,135,125,-13.2561080313
159.894,135,125,-13.2609278083
159.932,135,125,-13.2661177165
159.97,135,125,-13.2716759941
160.007,135,125,-13.2776006515
160.045,135,125,-13.2838895796
160.083,135,125,-13.2905404495
160.121,135,125,-13.2975505267
160.159,135,125,-13.3049168256
160.196,135,125,-13.312636354
160.234,135,125,-13.3207060475
160.272,135,125,-13.3291226415
160.31,135,125,-13.3378825106
160.348,135,125,-13.3469818643
160.385,135,125,-13.3564168662
160.423,135,125,-13.3661833502
160.461,135,125,-13.3762769883
160.499,135,125,-13.3866933752
160.537,135,125,-13.3974277379
160.574,135,125,-13.4084751981
160.612,135,125,-13.4198296759
160.65,135,125,-13.4314857223
160.688,135,125,-13.4434397221
160.726,135,125,-13.4556866957
160.763,135,125,-13.468220282
160.801,135,125,-13.4810341851
160.839,135,125,-13.4941180477
160.877,135,125,-13.5074647456
160.915,135,125,-13.5210742275
160.952,135,125,-13.5349417711
160.99,135,125,-13.5490598252
161.028,135,125,-13.5634200949
161.066,135,125,-13.5780139902
161.104,135,125,-13.5928340187
161.141,135,125,-13.6078728658
161.179,135,125,-13.6231236398
161.217,135,125,-13.6385791544
161.255,135,125,-13.6542316008
161.293,135,125,-13.6700728103
161.33,135,125,-13.6860947979
161.368,135,125,-13.7022894117
161.406,135,125,-13.7186482975
161.444,135,125,-13.7351630282
161.482,135,125,-13.7518255491
161.519,135,125,-13.76862751
161.557,135,125,-13.7855596921
161.595,135,125,-13.8026130581
161.633,135,125,-13.8197788466
161.671,135,125,-13.8370458248
161.708,135,125,-13.8544040382
161.746,135,125,-13.8718474825
161.784,135,125,-13.8893682861
161.822,135,125,-13.9069564578
161.86,135,125,-13.924602032
161.897,135,125,-13.9422953931
161.935,135,125,-13.9600269462
161.973,135,125,-13.9777871539
162.011,135,125,-13.9955667021
162.049,135,125,-14.0133567142
162.086,135,125,-14.0311477016
162.124,135,125,-14.0489294363
162.162,135,125,-14.0666922676
162.2,135,125,-14.0844266894
162.238,135,125,-14.1021232983
162.275,135,125,-14.1197726119
162.313,135,125,-14.1373651097
162.351,135,125,-14.1548915153
162.389,135,125,-14.1723427357
162.427,135,125,-14.1897091708
162.464,135,125,-14.2069815376
162.502,135,125,-14.2241510979
162.54,135,125,-14.2412080116
162.578,135,125,-14.2581428523
162.616,135,125,-14.2749473741
162.653,135,125,-14.2916132441
162.691,135,125,-14.3081318568
162.729,135,125,-14.3244944111
162.767,135,125,-14.3406922504
162.805,135,125,-14.3567168017
162.842,135,125,-14.3725597127
162.88,135,125,-14.3882124135
162.918,135,125,-14.403666639
162.956,135,125,-14.4189145505
162.994,135,125,-14.4339482141
163.031,135,125,-14.4487600729
163.069,135,125,-14.463342759
163.107,135,125,-14.4776888982
163.145,135,125,-14.4917912004
163.183,135,125,-14.505642458
163.22,135,125,-14.5192356168
163.258,135,125,-14.5325639261
163.296,135,125,-14.5456207716
163.334,135,125,-14.5583995403
163.372,135,125,-14.5708936644
163.409,135,125,-14.5830966708
163.447,135,125,-14.5950024244
163.485,135,125,-14.6066049341
163.523,135,125,-14.6178982422
163.561,135,125,-14.6288766698
163.598,135,125,-14.6395347398
163.636,135,125,-14.6498660983
163.674,135,125,-14.6598649353
163.712,135,125,-14.6695280132
163.75,135,125,-14.6788519507
163.787,135,125,-14.6878308602
163.825,135,125,-14.6964585241
163.863,135,125,-14.704730112
163.901,135,125,-14.7126414046
163.939,135,125,-14.7201878872
163.976,135,125,-14.7273625902
164.014,135,125,-14.7341622756
164.052,135,125,-14.7405874663
164.09,135,125,-14.7466323025
164.128,135,125,-14.7522928134
164.165,135,125,-14.7575707468
164.203,135,125,-14.7624634264
164.241,135,125,-14.7669667524
164.279,135,125,-14.7710807169
164.317,135,125,-14.7748047606
164.354,135,125,-14.778135707
164.392,135,125,-14.7810710506
164.43,135,125,-14.7836103396
164.468,135,125,-14.7857532045
164.506,135,125,-14.7874986132
164.543,135,125,-14.7888462728
164.581,135,125,-14.7897963293
164.619,135,125,-14.7903485854
164.657,135,125,-14.7905025985
164.695,135,125,-14.7902588883
164.732,135,125,-14.7896189268
164.77,135,125,-14.7885832587
164.808,135,125,-14.7871521761
164.846,135,125,-14.7853273047
164.884,135,125,-14.783110013
164.921,135,125,-14.780501181
164.959,135,125,-14.7775024071
164.997,135,125,-14.7741158249
165.035,135,125,-14.7703436956
165.073,135,125,-14.7661881406
165.11,135,125,-14.7616512403
165.148,135,125,-14.7567355179
165.186,135,125,-14.7514442087
165.224,135,125,-14.7457804265
165.262,135,125,-14.7397469014
165.299,135,125,-14.7333469344
165.337,135,125,-14.7265841397
165.375,135,125,-14.7194619607
165.413,135,125,-14.7119839205
165.451,135,125,-14.7041557381
165.488,135,125,-14.6959819029
165.526,135,125,-14.6874645878
165.564,135,125,-14.6786079639
165.602,135,125,-14.669416821
165.64,135,125,-14.6598957971
165.677,135,125,-14.650049817
165.715,135,125,-14.6398842781
165.753,135,125,-14.629404475
165.791,135,125,-14.6186156704
165.829,135,125,-14.607523389
165.866,135,125,-14.5961335531
165.904,135,125,-14.5844522607
165.942,135,125,-14.5724852918
165.98,135,125,-14.5602386251
166.018,135,125,-14.5477185979
166.055,135,125,-14.5349315575
166.093,135,125,-14.5218840932
166.131,135,125,-14.5085830406
166.169,135,125,-14.4950350492
166.207,135,125,-14.4812467058
166.244,135,125,-14.4672249144
166.282,135,125,-14.4529771502
166.32,135,125,-14.4385140299
166.358,135,125,-14.4238422326
166.396,135,125,-14.4089640548
166.433,135,125,-14.3938860716
166.471,135,125,-14.3786162675
166.509,135,125,-14.3631623411
166.547,135,125,-14.3475317632
166.585,135,125,-14.3317321569
166.622,135,125,-14.3157711777
166.66,135,125,-14.2996560942
166.698,135,125,-14.2833940442
166.736,135,125,-14.266992448
166.774,135,125,-14.2504589268
166.811,135,125,-14.2338014427
166.849,135,125,-14.2170280546
166.887,135,125,-14.2001485279
166.925,135,125,-14.1831711941
166.963,135,125,-14.1661016558
167,135,125,-14.1489477123
167.038,135,125,-14.1317175833
167.076,135,125,-14.1144188099
167.114,135,125,-14.0970594184
167.152,135,125,-14.0796476188
167.189,135,125,-14.062191742
167.227,135,125,-14.0447003139
167.265,135,125,-14.0271812808
167.303,135,125,-14.009643663
167.341,135,125,-13.9920982933
167.378,135,125,-13.9745523536
167.416,135,125,-13.9570108287
167.454,135,125,-13.9394813434
167.492,135,125,-13.9219725051
167.53,135,125,-13.9044928695
167.567,135,125,-13.8870500296
167.605,135,125,-13.8696603048
167.643,135,125,-13.8523335131
167.681,135,125,-13.8350663287
167.719,135,125,-13.8178723125
167.756,135,125,-13.8007629238
167.794,135,125,-13.7837363077
167.832,135,125,-13.7668077414
167.87,135,125,-13.7499888667
167.908,135,125,-13.7332767326
167.945,135,125,-13.7166760606
167.983,135,125,-13.7001953474
168.021,135,125,-13.6838435251
168.059,135,125,-13.6676313001
168.097,135,125,-13.6515766396
168.134,135,125,-13.6356842969
168.172,135,125,-13.6199476707
168.21,135,125,-13.6043728049
168.248,135,125,-13.588969552
168.286,135,125,-13.573745559
168.323,135,125,-13.5587070736
168.361,135,125,-13.5438630601
168.399,135,125,-13.5292211738
168.437,135,125,-13.5147858643
168.475,135,125,-13.5005629058
168.512,135,125,-13.486558591
168.55,135,125,-13.4727791812
168.588,135,125,-13.4592307303
168.626,135,125,-13.4459189822
168.664,135,125,-13.4328495259
168.701,135,125,-13.4200278068
168.739,135,125,-13.4074587163
168.777,135,125,-13.3951480537
168.815,135,125,-13.3831009151
168.853,135,125,-13.371320693
168.89,135,125,-13.3598117123
168.928,135,125,-13.3485785854
168.966,135,125,-13.3376256051
169.004,135,125,-13.3269566615
169.042,135,125,-13.3165754325
169.079,135,125,-13.3064853965
169.117,135,125,-13.2966899259
169.155,135,125,-13.2871921914
169.193,135,125,-13.27799507
169.231,135,125,-13.2691013055
169.268,135,125,-13.2605135808
169.306,135,125,-13.252234323
169.344,135,125,-13.2442656987
169.382,135,125,-13.2366098262
169.42,135,125,-13.2292686991
169.457,135,125,-13.2222441067
169.495,135,125,-13.2155376659
169.533,135,125,-13.2091507581
169.571,135,125,-13.2030842365
169.609,135,125,-13.1973409453
169.646,135,125,-13.1919226898
169.684,135,125,-13.1868283478
169.722,135,125,-13.182057859
169.76,135,125,-13.1776118876
169.798,135,125,-13.1734913089
169.835,135,125,-13.1696967514
169.873,135,125,-13.1662285417
169.911,135,125,-13.1630867871
169.949,135,125,-13.1602714727
169.987,135,125,-13.157782394
170.024,135,125,-13.1556191489
170.062,135,125,-13.1537811987
170.1,135,125,-13.1522679057
170.138,135,125,-13.1510785915
170.176,135,125,-13.1502123955
170.213,135,125,-13.1496682099
170.251,135,125,-13.1494448381
170.289,135,125,-13.1495409857
170.327,135,125,-13.1499550522
170.365,135,125,-13.1506852943
170.402,135,125,-13.1517298362
170.44,135,125,-13.1530866347
170.478,135,125,-13.1547536335
170.516,135,125,-13.15672883
170.554,135,125,-13.1590100538
170.591,135,125,-13.1615949075
170.629,135,125,-13.1644808485
170.667,135,125,-13.167665319
170.705,135,125,-13.1711457017
170.743,135,125,-13.1749192055
170.78,135,125,-13.1789828649
170.818,135,125,-13.183333727
170.856,135,125,-13.1879687514
170.894,135,125,-13.1928848401
170.932,135,125,-13.1980788449
170.969,135,125,-13.2035474581
171.007,135,125,-13.2092874496
171.045,135,125,-13.2152955204
171.083,135,125,-13.2215681171
171.121,135,125,-13.228101753
171.158,135,125,-13.2348929884
171.196,135,125,-13.2419383354
171.234,135,125,-13.249234211
171.272,135,125,-13.2567769144
171.31,135,125,-13.2645627166
171.347,135,125,-13.2725878665
171.385,135,125,-13.2808485862
171.423,135,125,-13.2893411651
171.461,135,125,-13.2980617736
171.499,135,125,-13.3070063116
171.536,135,125,-13.3161705958
171.574,135,125,-13.3255505419
171.612,135,125,-13.3351420276
171.65,135,125,-13.3449407939
171.688,135,125,-13.3549424862
171.725,135,125,-13.365142731
171.763,135,125,-13.3755371423
171.801,135,125,-13.3861212334
171.839,135,125,-13.3968903947
171.877,135,125,-13.4078398976
171.914,135,125,-13.4189648987
171.952,135,125,-13.4302605051
171.99,135,125,-13.4417218631
172.028,135,125,-13.4533443034
172.066,135,125,-13.465123135
172.103,135,125,-13.477053482
172.141,135,125,-13.4891305426
172.179,135,125,-13.5013495586
172.217,135,125,-13.5137057529
172.255,135,125,-13.5261943848
172.292,135,125,-13.5388107425
172.33,135,125,-13.5515500586
172.368,135,125,-13.5644074415
172.406,135,125,-13.577378012
172.444,135,125,-13.5904569938
172.481,135,125,-13.6036396235
172.519,135,125,-13.6169211264
172.557,135,125,-13.63029674
172.595,135,125,-13.6437616725
172.633,135,125,-13.6573110665
172.67,135,125,-13.6709403807
172.708,135,125,-13.6846449553
172.746,135,125,-13.6984198217
172.784,135,125,-13.7122602561
172.822,135,125,-13.7261617228
172.859,135,125,-13.7401197903
172.897,135,125,-13.7541299381
172.935,135,125,-13.7681875274
172.973,135,125,-13.7822877895
173.011,135,125,-13.7964260663
173.048,135,125,-13.8105978457
173.086,135,125,-13.8247985062
173.124,135,125,-13.8390235778
173.162,135,125,-13.8532687421
173.2,135,125,-13.8675289815
173.237,135,125,-13.8818002562
173.275,135,125,-13.8960770644
173.313,135,125,-13.9103550456
173.351,135,125,-13.9246319884
173.389,135,125,-13.9389044174
173.426,135,125,-13.9531636622
173.464,135,125,-13.9674025618
173.502,135,125,-13.9816216812
173.54,135,125,-13.9958202867
173.578,135,125,-14.0099923437
173.615,135,125,-14.024132472
173.653,135,125,-14.0382373747
173.691,135,125,-14.0523013778
173.729,135,125,-14.0663212442
173.767,135,125,-14.0802944842
173.804,135,125,-14.094217423
173.842,135,125,-14.1080868121
173.88,135,125,-14.1218971686
173.918,135,125,-14.1356417504
173.956,135,125,-14.1493180218
173.993,135,125,-14.1629237247
174.031,135,125,-14.1764545823
174.069,135,125,-14.1899062925
174.107,135,125,-14.2032752513
174.145,135,125,-14.2165553175
174.182,135,125,-14.2297421908
174.22,135,125,-14.2428348626
174.258,135,125,-14.2558301184
174.296,135,125,-14.2687244635
174.334,135,125,-14.2815141591
174.371,135,125,-14.2941954307
174.409,135,125,-14.3067647579
174.447,135,125,-14.3192188866
174.485,135,125,-14.3315544571
174.523,135,125,-14.3437680827
174.56,135,125,-14.3558566536
174.598,135,125,-14.3678167803
174.636,135,125,-14.3796445274
174.674,135,125,-14.3913364791
174.712,135,125,-14.4028894204
174.749,135,125,-14.4142999528
174.787,135,125,-14.4255647578
174.825,135,125,-14.4366808361
174.863,135,125,-14.4476450688
174.901,135,125,-14.458454258
174.938,135,125,-14.4691052083
174.976,135,125,-14.4795951105
175.014,135,125,-14.4899209257
175.052,135,125,-14.5000792943
175.09,135,125,-14.510067165
175.127,135,125,-14.5198816539
175.165,135,125,-14.5295198442
175.203,135,125,-14.538978701
175.241,135,125,-14.5482552389
175.279,135,125,-14.5573466223
175.316,135,125,-14.5662499267
175.354,135,125,-14.5749622107
175.392,135,125,-14.5834805816
175.43,135,125,-14.5918021909
175.468,135,125,-14.5999242966
175.505,135,125,-14.6078442048
175.543,135,125,-14.6155592041
175.581,135,125,-14.6230666474
175.619,135,125,-14.6303639522
175.657,135,125,-14.6374485876
175.694,135,125,-14.6443181136
175.732,135,125,-14.6509700197
175.77,135,125,-14.6574016962
175.808,135,125,-14.6636106692
175.846,135,125,-14.6695946108
175.883,135,125,-14.6753512602
175.921,135,125,-14.6808783269
175.959,135,125,-14.6861734693
175.997,135,125,-14.6912343856
176.035,135,125,-14.6960589052
176.072,135,125,-14.7006449862
176.11,135,125,-14.7049906601
176.148,135,125,-14.7090939667
176.186,135,125,-14.7129528979
176.224,135,125,-14.716565445
176.261,135,125,-14.719929706
176.299,135,125,-14.7230438968
176.337,135,125,-14.7259062413
176.375,135,125,-14.7285150237
176.413,135,125,-14.7308686707
176.45,135,125,-14.73296573
176.488,135,125,-14.7348048286
176.526,135,125,-14.7363845663
176.564,135,125,-14.73770351
176.602,135,125,-14.7387603121
176.639,135,125,-14.7395536613
176.677,135,125,-14.7400823791
176.715,135,125,-14.7403454582
176.753,135,125,-14.7403418575
176.791,135,125,-14.7400705866
176.828,135,125,-14.7395308392
176.866,135,125,-14.7387219245
176.904,135,125,-14.7376432081
176.942,135,125,-14.7362941607
176.98,135,125,-14.7346743552
177.017,135,125,-14.7327834463
177.055,135,125,-14.7306212014
177.093,135,125,-14.7281874251
177.131,135,125,-14.7254820027
177.169,135,125,-14.7225049971
177.206,135,125,-14.7192565579
177.244,135,125,-14.7157368377
177.282,135,125,-14.7119461154
177.32,135,125,-14.7078848959
177.358,135,125,-14.7035537807
177.395,135,125,-14.698953514
177.433,135,125,-14.6940900571
177.471,135,125,-14.6889640579
177.509,135,125,-14.6835695807
177.547,135,125,-14.6779069978
177.584,135,125,-14.6719787292
177.622,135,125,-14.6657867304
177.66,135,125,-14.6593400641
177.698,135,125,-14.6526409147
177.736,135,125,-14.6456812875
177.773,135,125,-14.6384613704
177.811,135,125,-14.6309841644
177.849,135,125,-14.6232527593
177.887,135,125,-14.6152701554
177.925,135,125,-14.6070390587
177.962,135,125,-14.598565133
178,135,125,-14.5898497528
178.038,135,125,-14.580890781
178.076,135,125,-14.5716902459
178.114,135,125,-14.5622503919
178.151,135,125,-14.552573864
178.189,135,125,-14.5426634529
178.227,135,125,-14.5325220296
178.265,135,125,-14.522152576
178.303,135,125,-14.511558118
178.34,135,125,-14.5007417384
178.378,135,125,-14.4897065058
178.416,135,125,-14.4784560079
178.454,135,125,-14.4669939781
178.492,135,125,-14.4553242759
178.529,135,125,-14.4434509313
178.567,135,125,-14.4313779087
178.605,135,125,-14.4191091724
178.643,135,125,-14.4066490364
178.681,135,125,-14.394001806
178.718,135,125,-14.381171803
178.756,135,125,-14.3681635711
178.794,135,125,-14.3549818978
178.832,135,125,-14.3416313673
178.87,135,125,-14.3281168751
178.907,135,125,-14.3144436702
178.945,135,125,-14.3006168298
178.983,135,125,-14.286640548
179.021,135,125,-14.2725201511
179.059,135,125,-14.2582619235
179.096,135,125,-14.2438715244
179.134,135,125,-14.2293539981
179.172,135,125,-14.2147207339
179.21,135,125,-14.1999785566
179.248,135,125,-14.185135844
179.285,135,125,-14.1701994073
179.323,135,125,-14.1551578718
179.361,135,125,-14.1400114576
179.399,135,125,-14.1247758103
179.437,135,125,-14.1094566597
179.474,135,125,-14.0940554293
179.512,135,125,-14.0785843114
179.55,135,125,-14.063053917
179.588,135,125,-14.0474683905
179.626,135,125,-14.0318335431
179.663,135,125,-14.0161582403
179.701,135,125,-14.0004501677
179.739,135,125,-13.984715433
179.777,135,125,-13.96896144
179.815,135,125,-13.9531961849
179.852,135,125,-13.9374271371
179.89,135,125,-13.9216617687
179.928,135,125,-13.9059099682
179.966,135,125,-13.8901784474
